00
00
00,0000004
00
00,0000004
00,0000004
00,0000004
00,0000004
00,0000004
00,0000004
00,0000008
00,0000008
00,0000008
00,0000008
00,0000008
00,0000008
00,0000008
00,0000008
00,0000008
00,0000020
00,0000012
00,0000016
00,0000012
00,0000012
00,0000016
00,0000012
00,0000012
00,0000016
00,0000012
00,0000016
00,0000020
00,0000016
00,0000020
00,0000016
00,0000024
00,0000020
00,0000024
00,0000024
00,0000032
00,0000032
00,0000024
00,0000032
00,0000024
00,0000028
00,0000032
00,0000028
00,0000032
00,0000028
00,0000028
00,0000032
00,0000032
00,0000028
00,0000036
00,0000028
00,0000032
00,0000032
00,0000028
00,0000032
00,0000041
00,0000036
00,0000036
00,0000041
00,0000036
00,0000041
00,0000032
00,0000032
00,0000045
00,0000049
00,0000049
00,0000049
00,0000049
00,0000057
00,0000053
00,0000057
00,0000061
00,0000049
00,0000053
00,0000057
00,0000057
00,0000057
00,0000053
00,0000082
00,0000049
00,0000053
00,0000061
00,0000053
00,0000053
00,0000049
00,0000049
00,0000078
00,0000061
00,0000057
00,0000053
00,0000057
00,0000065
00,0000053
00,0000065
00,0000053
00,0000053
00,0000073
00,0000065
00,0000078
00,0000065
00,0000061
00,0000065
00,0000094
00,0000069
00,0000061
00,0000114
00,0000069
00,0000073
00,0000065
00,0000073
00,0000061
00,0000065
00,0000073
00,0000073
00,0000073
00,0000065
00,0000078
00,0000078
00,0000078
00,0000065
00,0000069
00,0000069
00,0000061
00,0000065
00,0000065
00,0000073
00,0000069
00,0000094
00,0000184
00,0000094
00,0000086
00,0000094
00,0000094
00,0000102
00,0000094
00,0000102
00,0000102
00,0000094
00,0000147
00,0000143
00,0000098
00,0000106
00,0000094
00,0000102
00,0000094
00,0000106
00,0000119
00,0000110
00,0000114
00,0000197
00,0000139
00,0000110
00,0000094
00,0000110
00,0000114
00,0000098
00,0000184
00,0000180
00,0000151
00,0000110
00,0000127
00,0000135
00,0000151
00,0000127
00,0000119
00,0000119
00,0000131
00,0000110
00,0000110
00,0000131
00,0000110
00,0000119
00,0000110
00,0000110
00,0000110
00,0000135
00,0000123
00,0000135
00,0000114
00,0000139
00,0000131
00,0000114
00,0000127
00,0000119
00,0000123
00,0000123
00,0000127
00,0000123
00,0000114
00,0000110
00,0000114
00,0000114
00,0000123
00,0000119
00,0000131
00,0000147
00,0000119
00,0000135
00,0000139
00,0000127
00,0000139
00,0000135
00,0000127
00,0000143
00,0000139
00,0000143
00,0000135
00,0000246
00,0000131
00,0000180
00,0000139
00,0000127
00,0000135
00,0000135
00,0000135
00,0000151
00,0000151
00,0000139
00,0000127
00,0000192
00,0000250
00,0000160
00,0000139
00,0000147
00,0000139
00,0000139
00,0000139
00,0000151
00,0000131
00,0000139
00,0000139
00,0000164
00,0000143
00,0000156
00,0000225
00,0000147
00,0000192
00,0000139
00,0000164
00,0000160
00,0000168
00,0000156
00,0000168
00,0000164
00,0000143
00,0000221
00,0000221
00,0000151
00,0000151
00,0000147
00,0000151
00,0000156
00,0000139
00,0000156
00,0000143
00,0000225
00,0000221
00,0000201
00,0000180
00,0000213
00,0000398
00,0000316
00,0000217
00,0000197
00,0000192
00,0000201
00,0000180
00,0000225
00,0000201
00,0000188
00,0000197
00,0000209
00,0000217
00,0000213
00,0000209
00,0000192
00,0000184
00,0000188
00,0000217
00,0000213
00,0000209
00,0000197
00,0000238
00,0000188
00,0000205
00,0000205
00,0000213
00,0000221
00,0000197
00,0000365
00,0000348
00,0000340
00,0000229
00,0000229
00,0000197
00,0000209
00,0000238
00,0000217
00,0000312
00,0000238
00,0000197
00,0000209
00,0000332
00,0000213
00,0000242
00,0000217
00,0000242
00,0000225
00,0000217
00,0000197
00,0000238
00,0000221
00,0000242
00,0000250
00,0000250
00,0000221
00,0000250
00,0000246
00,0000229
00,0000229
00,0000225
00,0000217
00,0000238
00,0000225
00,0000246
00,0000254
00,0000225
00,0000234
00,0000225
00,0000324
00,0000246
00,0000250
00,0000229
00,0000365
00,0000242
00,0000229
00,0000258
00,0000406
00,0000234
00,0000229
00,0000238
00,0000275
00,0000266
00,0000242
00,0000238
00,0000348
00,0000234
00,0000279
00,0000266
00,0000238
00,0000221
00,0000258
00,0000246
00,0000344
00,0000258
00,0000258
00,0000394
00,0000250
00,0000262
00,0000266
00,0000258
00,0000332
00,0000242
00,0000250
00,0000266
00,0000229
00,0000234
00,0000377
00,0000250
00,0000455
00,0000266
00,0000262
00,0000275
00,0000266
00,0000246
00,0000242
00,0000250
00,0000258
00,0014701
00,0000229
00,0000250
00,0000254
00,0000254
00,0000287
00,0000250
00,0000262
00,0000262
00,0000369
00,0000254
00,0000254
00,0000246
00,0000357
00,0000246
00,0000262
00,0000422
00,0000270
00,0000270
00,0000242
